k1,b,query_id,P@10,R@10,F1@10,AP,RR,NDCG@10,num_relevant
0.500000,1.000000,144,0.400000,0.666667,0.500000,0.318241,0.250000,0.419348,6.000000
0.500000,1.000000,145,0.400000,0.571429,0.470588,0.227592,0.250000,0.406475,7.000000
0.500000,1.000000,146,0.200000,1.000000,0.333333,0.833333,1.000000,0.621567,2.000000
0.500000,1.000000,147,0.400000,0.400000,0.400000,0.285433,0.500000,0.442697,10.000000
0.500000,1.000000,148,0.200000,0.333333,0.250000,0.179698,0.333333,0.353337,6.000000
0.500000,1.000000,149,0.400000,0.363636,0.380952,0.333450,1.000000,0.428365,11.000000
0.500000,1.000000,150,0.200000,1.000000,0.333333,0.833333,1.000000,0.919721,2.000000
0.500000,1.000000,151,0.000000,0.000000,0.000000,0.027037,0.031250,0.000000,5.000000
0.500000,1.000000,152,0.000000,0.000000,0.000000,0.018109,0.045455,0.000000,6.000000
0.500000,1.000000,153,0.300000,0.428571,0.352941,0.342745,0.500000,0.292380,7.000000
0.500000,1.000000,154,0.200000,1.000000,0.333333,0.666667,1.000000,0.617742,2.000000
0.500000,1.000000,155,0.100000,0.166667,0.125000,0.140262,0.500000,0.079779,6.000000
0.500000,1.000000,156,0.700000,0.500000,0.583333,0.486744,1.000000,0.323219,14.000000
0.500000,1.000000,157,0.300000,0.076923,0.122449,0.310220,1.000000,0.282769,39.000000
0.500000,1.000000,158,0.300000,0.375000,0.333333,0.407870,1.000000,0.784818,8.000000
0.500000,1.000000,159,0.200000,0.250000,0.222222,0.074942,0.142857,0.117055,8.000000
0.500000,1.000000,160,0.100000,0.200000,0.133333,0.119796,0.500000,0.262511,5.000000
0.500000,1.000000,161,0.300000,0.500000,0.375000,0.525092,1.000000,0.797006,6.000000
0.500000,1.000000,162,0.200000,0.250000,0.222222,0.314153,1.000000,0.186518,8.000000
0.500000,1.000000,163,0.200000,0.666667,0.307692,0.250000,0.333333,0.401800,3.000000
0.500000,1.000000,164,0.400000,0.500000,0.444444,0.510093,1.000000,0.705884,8.000000
0.500000,1.000000,165,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
0.500000,1.000000,166,0.000000,0.000000,0.000000,0.036452,0.083333,0.000000,8.000000
0.500000,1.000000,167,0.200000,1.000000,0.333333,0.750000,1.000000,0.932444,2.000000
0.500000,1.000000,168,0.100000,0.500000,0.166667,0.095238,0.142857,0.204382,2.000000
0.500000,1.000000,169,0.200000,0.500000,0.285714,0.235816,0.333333,0.363318,4.000000
0.500000,1.000000,170,0.400000,0.666667,0.500000,0.557861,1.000000,0.747396,6.000000
0.500000,1.000000,171,0.300000,1.000000,0.461538,0.638889,0.500000,0.657913,3.000000
0.500000,1.000000,172,0.400000,1.000000,0.571429,0.804167,1.000000,0.884969,4.000000
0.500000,1.000000,173,0.200000,1.000000,0.333333,1.000000,1.000000,1.000000,2.000000
0.500000,1.000000,174,0.100000,0.200000,0.133333,0.056409,0.142857,0.141381,5.000000
0.500000,1.000000,175,0.100000,0.200000,0.133333,0.052862,0.125000,0.127137,5.000000
0.500000,1.000000,176,0.100000,0.142857,0.117647,0.065449,0.125000,0.115452,7.000000
0.500000,1.000000,177,0.500000,1.000000,0.666667,0.685714,1.000000,0.929295,5.000000
0.500000,1.000000,178,0.200000,0.500000,0.285714,0.415727,1.000000,0.897693,4.000000
0.500000,1.000000,179,0.200000,0.500000,0.285714,0.284115,0.500000,0.414430,4.000000
0.500000,1.000000,180,0.300000,0.428571,0.352941,0.454237,0.500000,0.324865,7.000000
0.500000,1.000000,181,0.100000,0.200000,0.133333,0.257426,1.000000,0.172721,5.000000
0.500000,1.000000,182,0.200000,1.000000,0.333333,0.583333,0.500000,0.649031,2.000000
0.500000,1.000000,183,0.700000,0.538462,0.608696,0.593529,1.000000,0.610495,13.000000
0.500000,1.000000,184,0.200000,0.285714,0.235294,0.321484,1.000000,0.327520,7.000000
0.500000,1.000000,185,0.600000,0.666667,0.631579,0.801416,1.000000,0.789316,9.000000
0.500000,1.000000,186,0.200000,0.125000,0.153846,0.121116,0.250000,0.161043,16.000000
0.500000,1.000000,187,0.200000,0.333333,0.250000,0.194526,0.500000,0.247745,6.000000
0.500000,1.000000,188,0.500000,0.454545,0.476190,0.387073,1.000000,0.571932,11.000000
0.500000,1.000000,189,0.100000,0.111111,0.105263,0.086532,0.166667,0.051661,9.000000
0.500000,1.000000,190,0.200000,0.400000,0.266667,0.479530,1.000000,0.409775,5.000000
0.500000,1.000000,191,0.300000,0.230769,0.260870,0.284993,0.142857,0.162172,13.000000
0.500000,1.000000,192,0.300000,0.750000,0.428571,0.631194,1.000000,0.753698,4.000000
0.500000,1.000000,193,0.600000,0.666667,0.631579,0.798719,1.000000,0.726170,9.000000
0.500000,1.000000,194,0.100000,0.166667,0.125000,0.188418,0.333333,0.077129,6.000000
0.500000,1.000000,195,0.100000,0.333333,0.153846,0.116402,0.250000,0.202107,3.000000
0.500000,1.000000,196,0.300000,0.250000,0.272727,0.108837,0.333333,0.228735,12.000000
0.500000,1.000000,197,0.200000,0.666667,0.307692,0.608187,1.000000,0.625434,3.000000
0.500000,1.000000,198,0.300000,0.750000,0.428571,0.459594,1.000000,0.660638,4.000000
0.500000,1.000000,199,0.100000,0.125000,0.111111,0.102941,0.250000,0.074033,8.000000
0.500000,1.000000,200,0.100000,0.333333,0.153846,0.207848,0.333333,0.234639,3.000000
0.500000,1.000000,201,0.400000,0.250000,0.307692,0.327614,1.000000,0.598228,16.000000
0.500000,1.000000,202,0.300000,0.214286,0.250000,0.193206,0.500000,0.206726,14.000000
0.500000,1.000000,203,0.200000,0.142857,0.166667,0.122091,0.500000,0.269453,14.000000
0.500000,1.000000,204,0.000000,0.000000,0.000000,0.041997,0.032258,0.000000,14.000000
0.500000,1.000000,205,0.200000,1.000000,0.333333,0.666667,1.000000,0.831555,2.000000
0.500000,1.000000,206,0.200000,0.666667,0.307692,0.264117,0.500000,0.522575,3.000000
0.500000,1.000000,207,0.100000,0.200000,0.133333,0.118092,0.250000,0.206554,5.000000
0.500000,1.000000,208,0.600000,1.000000,0.750000,0.620833,0.500000,0.740218,6.000000
0.500000,1.000000,209,0.100000,0.083333,0.090909,0.131834,0.500000,0.103187,12.000000
0.500000,1.000000,210,0.200000,0.333333,0.250000,0.270480,0.500000,0.408496,6.000000
0.500000,1.000000,211,0.100000,0.090909,0.095238,0.141890,0.125000,0.130171,11.000000
0.500000,1.000000,212,0.500000,0.357143,0.416667,0.480836,1.000000,0.460235,14.000000
0.500000,1.000000,213,0.500000,0.454545,0.476190,0.520750,1.000000,0.525228,11.000000
0.500000,1.000000,214,0.100000,0.250000,0.142857,0.159768,0.500000,0.246302,4.000000
0.500000,1.000000,215,0.000000,0.000000,0.000000,0.050640,0.071429,0.000000,2.000000
0.500000,1.000000,216,0.000000,0.000000,0.000000,0.002381,0.002381,0.000000,1.000000
0.500000,1.000000,217,0.300000,0.200000,0.240000,0.305503,1.000000,0.395553,15.000000
0.500000,1.000000,218,0.200000,0.133333,0.160000,0.215091,0.333333,0.186287,15.000000
0.500000,1.000000,219,0.000000,0.000000,0.000000,0.033695,0.029412,0.000000,18.000000
0.500000,1.000000,220,0.200000,0.105263,0.137931,0.184745,1.000000,0.166525,19.000000
0.500000,1.000000,221,0.300000,0.166667,0.214286,0.223458,1.000000,0.261439,18.000000
0.500000,1.000000,222,0.600000,0.666667,0.631579,0.760108,1.000000,0.761131,9.000000
0.500000,1.000000,223,0.300000,0.750000,0.428571,0.470238,0.500000,0.592512,4.000000
0.500000,1.000000,224,0.100000,0.125000,0.111111,0.122245,0.166667,0.095162,8.000000
0.500000,1.000000,225,0.200000,0.083333,0.117647,0.072470,0.500000,0.076714,24.000000
1.200000,0.000000,1,0.400000,0.142857,0.210526,0.158866,0.500000,0.213308,28.000000
1.200000,0.000000,2,0.400000,0.166667,0.235294,0.246384,1.000000,0.572181,24.000000
1.200000,0.000000,3,0.500000,0.625000,0.555556,0.598958,1.000000,0.658245,8.000000
1.200000,0.000000,4,0.100000,0.500000,0.166667,0.273810,0.500000,0.386853,2.000000
1.200000,0.000000,5,0.300000,0.750000,0.428571,0.489706,1.000000,0.519002,4.000000
1.200000,0.000000,6,0.100000,0.250000,0.142857,0.136818,0.333333,0.128372,4.000000
1.200000,0.000000,7,0.200000,0.400000,0.266667,0.127042,0.250000,0.189868,5.000000
1.200000,0.000000,8,0.100000,0.090909,0.095238,0.145426,1.000000,0.306046,11.000000
1.200000,0.000000,9,0.300000,1.000000,0.461538,0.476190,0.500000,0.654615,3.000000
1.200000,0.000000,10,0.100000,0.125000,0.111111,0.108708,0.500000,0.102958,8.000000
1.200000,0.000000,11,0.100000,0.142857,0.117647,0.146399,0.166667,0.121972,7.000000
1.200000,0.000000,12,0.200000,0.400000,0.266667,0.211987,0.333333,0.191872,5.000000
1.200000,0.000000,13,0.000000,0.000000,0.000000,0.007837,0.004808,0.000000,4.000000
1.200000,0.000000,14,0.100000,0.500000,0.166667,0.547619,1.000000,0.959636,2.000000
1.200000,0.000000,15,0.200000,1.000000,0.333333,0.750000,1.000000,0.560011,2.000000
1.200000,0.000000,16,0.100000,0.333333,0.153846,0.118025,0.250000,0.124320,3.000000
1.200000,0.000000,17,0.000000,0.000000,0.000000,0.027636,0.041667,0.000000,2.000000
1.200000,0.000000,18,0.100000,0.333333,0.153846,0.352014,1.000000,0.469279,3.000000
1.200000,0.000000,19,0.100000,0.111111,0.105263,0.054011,0.333333,0.174527,9.000000
1.200000,0.000000,20,0.500000,0.555556,0.526316,0.410574,0.500000,0.511953,9.000000
1.200000,0.000000,21,0.000000,0.000000,0.000000,0.029276,0.038462,0.000000,4.000000
1.200000,0.000000,22,0.000000,0.000000,0.000000,0.001647,0.001647,0.000000,1.000000
1.200000,0.000000,23,0.300000,0.093750,0.142857,0.186955,0.250000,0.205163,32.000000
1.200000,0.000000,24,0.200000,0.666667,0.307692,0.360360,0.500000,0.575329,3.000000
1.200000,0.000000,25,0.600000,0.666667,0.631579,0.711709,1.000000,0.741953,9.000000
1.200000,0.000000,26,0.200000,0.333333,0.250000,0.168946,0.333333,0.385852,6.000000
1.200000,0.000000,27,0.100000,0.333333,0.153846,0.157778,0.333333,0.144331,3.000000
1.200000,0.000000,28,0.000000,0.000000,0.000000,0.003765,0.002653,0.000000,2.000000
1.200000,0.000000,29,0.200000,0.222222,0.210526,0.284581,1.000000,0.175648,9.000000
1.200000,0.000000,30,0.100000,0.142857,0.117647,0.117385,0.500000,0.235283,7.000000
1.200000,0.000000,31,0.000000,0.000000,0.000000,0.000895,0.000895,0.000000,1.000000
1.200000,0.000000,32,0.100000,0.166667,0.125000,0.069790,0.250000,0.034654,6.000000
1.200000,0.000000,33,0.300000,1.000000,0.461538,0.638889,0.500000,0.708996,3.000000
1.200000,0.000000,34,0.300000,0.500000,0.375000,0.311596,0.500000,0.373497,6.000000
1.200000,0.000000,35,0.000000,0.000000,0.000000,0.032518,0.058824,0.000000,3.000000
1.200000,0.000000,36,0.100000,0.500000,0.166667,0.502347,1.000000,0.337352,2.000000
1.200000,0.000000,37,0.000000,0.000000,0.000000,0.065483,0.043478,0.000000,9.000000
1.200000,0.000000,38,0.100000,0.100000,0.100000,0.055353,0.100000,0.032115,10.000000
1.200000,0.000000,39,0.200000,0.153846,0.173913,0.151758,1.000000,0.386766,13.000000
1.200000,0.000000,40,0.200000,0.166667,0.181818,0.128288,0.500000,0.108341,12.000000
1.200000,0.000000,41,0.300000,1.000000,0.461538,0.777778,1.000000,0.855815,3.000000
1.200000,0.000000,42,0.200000,0.400000,0.266667,0.125687,0.142857,0.257397,5.000000
1.200000,0.000000,43,0.300000,0.500000,0.375000,0.397764,1.000000,0.630214,6.000000
1.200000,0.000000,44,0.000000,0.000000,0.000000,0.002488,0.001355,0.000000,3.000000
1.200000,0.000000,45,0.200000,0.166667,0.181818,0.195902,1.000000,0.404902,12.000000
1.200000,0.000000,46,0.600000,0.400000,0.480000,0.444158,1.000000,0.665500,15.000000
1.200000,0.000000,47,0.400000,0.285714,0.333333,0.413322,1.000000,0.460739,14.000000
1.200000,0.000000,48,0.400000,0.363636,0.380952,0.280341,0.500000,0.422480,11.000000
1.200000,0.000000,49,0.000000,0.000000,0.000000,0.024807,0.029412,0.000000,2.000000
1.200000,0.000000,50,0.000000,0.000000,0.000000,0.021232,0.030303,0.000000,6.000000
1.200000,0.000000,51,0.400000,0.400000,0.400000,0.383428,1.000000,0.458779,10.000000
1.200000,0.000000,52,0.200000,0.500000,0.285714,0.241667,0.200000,0.198167,4.000000
1.200000,0.000000,53,0.200000,0.200000,0.200000,0.286791,1.000000,0.320290,10.000000
1.200000,0.000000,54,0.100000,0.111111,0.105263,0.161942,0.333333,0.225363,9.000000
1.200000,0.000000,55,0.300000,0.300000,0.300000,0.179975,0.250000,0.158825,10.000000
1.200000,0.000000,56,0.200000,0.200000,0.200000,0.136983,0.500000,0.139901,10.000000
1.200000,0.000000,57,0.200000,0.142857,0.166667,0.089933,0.142857,0.193813,14.000000
1.200000,0.000000,58,0.100000,0.111111,0.105263,0.091855,0.142857,0.174420,9.000000
1.200000,0.000000,59,0.200000,0.500000,0.285714,0.107764,0.125000,0.155209,4.000000
1.200000,0.000000,60,0.200000,0.400000,0.266667,0.378236,1.000000,0.401416,5.000000
1.200000,0.000000,61,0.300000,0.600000,0.400000,0.494427,1.000000,0.646777,5.000000
1.200000,0.000000,62,0.000000,0.000000,0.000000,0.021602,0.047619,0.000000,5.000000
1.200000,0.000000,63,0.000000,0.000000,0.000000,0.053557,0.050000,0.000000,3.000000
1.200000,0.000000,64,0.100000,0.500000,0.166667,0.520833,1.000000,0.772538,2.000000
1.200000,0.000000,65,0.000000,0.000000,0.000000,0.089044,0.083333,0.000000,15.000000
1.200000,0.000000,66,0.000000,0.000000,0.000000,0.048461,0.062500,0.000000,5.000000
1.200000,0.000000,67,0.100000,0.071429,0.083333,0.135599,0.200000,0.122571,14.000000
1.200000,0.000000,68,0.100000,0.200000,0.133333,0.073524,0.200000,0.210813,5.000000
1.200000,0.000000,69,0.100000,0.200000,0.133333,0.042893,0.100000,0.138636,5.000000
1.200000,0.000000,70,0.100000,0.100000,0.100000,0.105996,0.333333,0.111825,10.000000
1.200000,0.000000,71,0.100000,0.125000,0.111111,0.170614,1.000000,0.389374,8.000000
1.200000,0.000000,72,0.100000,0.058824,0.074074,0.060478,0.166667,0.118882,17.000000
1.200000,0.000000,73,0.700000,0.350000,0.466667,0.376250,1.000000,0.786198,20.000000
1.200000,0.000000,74,0.100000,0.166667,0.125000,0.192928,0.500000,0.313444,6.000000
1.200000,0.000000,75,0.000000,0.000000,0.000000,0.018688,0.018519,0.000000,5.000000
1.200000,0.000000,76,0.200000,0.285714,0.235294,0.128479,0.333333,0.254987,7.000000
1.200000,0.000000,77,0.200000,0.333333,0.250000,0.330765,1.000000,0.184426,6.000000
1.200000,0.000000,78,0.300000,1.000000,0.461538,0.791667,1.000000,0.804683,3.000000
1.200000,0.000000,79,0.000000,0.000000,0.000000,0.033142,0.071429,0.000000,5.000000
1.200000,0.000000,80,0.000000,0.000000,0.000000,0.009073,0.012658,0.000000,4.000000
1.200000,0.000000,81,0.200000,1.000000,0.333333,0.666667,1.000000,0.405805,2.000000
1.200000,0.000000,82,0.200000,0.400000,0.266667,0.139911,0.200000,0.227332,5.000000
1.200000,0.000000,83,0.100000,0.250000,0.142857,0.139796,0.333333,0.195190,4.000000
1.200000,0.000000,84,0.300000,0.272727,0.285714,0.376010,1.000000,0.217713,11.000000
1.200000,0.000000,85,0.100000,0.250000,0.142857,0.135954,0.500000,0.085228,4.000000
1.200000,0.000000,86,0.200000,1.000000,0.333333,0.416667,0.500000,0.605260,2.000000
1.200000,0.000000,87,0.000000,0.000000,0.000000,0.010271,0.014085,0.000000,8.000000
1.200000,0.000000,88,0.600000,1.000000,0.750000,0.594048,0.333333,0.642737,6.000000
1.200000,0.000000,89,0.100000,0.166667,0.125000,0.134891,0.200000,0.082366,6.000000
1.200000,0.000000,90,0.300000,0.230769,0.260870,0.250347,1.000000,0.353086,13.000000
1.200000,0.000000,91,0.400000,0.444444,0.421053,0.369936,1.000000,0.600189,9.000000
1.200000,0.000000,92,0.600000,0.461538,0.521739,0.459362,1.000000,0.227329,13.000000
1.200000,0.000000,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
1.200000,0.000000,94,0.500000,0.416667,0.454545,0.544481,1.000000,0.286482,12.000000
1.200000,0.000000,95,0.200000,1.000000,0.333333,0.350000,0.500000,0.317761,2.000000
1.200000,0.000000,96,0.700000,0.538462,0.608696,0.526040,1.000000,0.584863,13.000000
1.200000,0.000000,97,0.300000,0.300000,0.300000,0.216623,0.500000,0.278478,10.000000
1.200000,0.000000,98,0.000000,0.000000,0.000000,0.021811,0.055556,0.000000,5.000000
1.200000,0.000000,99,0.200000,0.500000,0.285714,0.286549,0.500000,0.523013,4.000000
1.200000,0.000000,100,0.300000,0.333333,0.315789,0.317299,1.000000,0.502767,9.000000
1.200000,0.000000,101,0.500000,0.833333,0.625000,0.552381,0.500000,0.580141,6.000000
1.200000,0.000000,102,0.100000,0.250000,0.142857,0.072675,0.125000,0.044333,4.000000
1.200000,0.000000,103,0.100000,0.500000,0.166667,0.101019,0.200000,0.237198,2.000000
1.200000,0.000000,104,0.100000,0.200000,0.133333,0.139617,0.500000,0.213986,5.000000
1.200000,0.000000,105,0.300000,0.600000,0.400000,0.453800,0.500000,0.570575,5.000000
1.200000,0.000000,106,0.300000,0.600000,0.400000,0.390079,0.500000,0.527773,5.000000
1.200000,0.000000,107,0.200000,0.285714,0.235294,0.242670,0.500000,0.314255,7.000000
1.200000,0.000000,108,0.500000,0.714286,0.588235,0.702139,1.000000,0.694897,7.000000
1.200000,0.000000,109,0.000000,0.000000,0.000000,0.032881,0.026316,0.000000,5.000000
1.200000,0.000000,110,0.000000,0.000000,0.000000,0.030459,0.045455,0.000000,4.000000
1.200000,0.000000,111,0.100000,0.142857,0.117647,0.202148,0.250000,0.066470,7.000000
1.200000,0.000000,112,0.200000,1.000000,0.333333,0.350000,0.500000,0.412601,2.000000
1.200000,0.000000,113,0.100000,0.250000,0.142857,0.067068,0.166667,0.139056,4.000000
1.200000,0.000000,114,0.100000,0.250000,0.142857,0.042428,0.111111,0.203320,4.000000
1.200000,0.000000,115,0.100000,0.250000,0.142857,0.048753,0.142857,0.174818,4.000000
1.200000,0.000000,116,0.100000,0.200000,0.133333,0.051312,0.125000,0.047151,5.000000
1.200000,0.000000,117,0.000000,0.000000,0.000000,0.028373,0.025000,0.000000,2.000000
1.200000,0.000000,118,0.200000,0.666667,0.307692,0.182803,0.200000,0.363386,3.000000
1.200000,0.000000,119,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
1.200000,0.000000,120,0.300000,0.333333,0.315789,0.335111,0.500000,0.345070,9.000000
1.200000,0.000000,121,0.400000,0.571429,0.470588,0.444217,0.500000,0.483593,7.000000
1.200000,0.000000,122,0.200000,0.222222,0.210526,0.149445,0.250000,0.035345,9.000000
1.200000,0.000000,123,0.000000,0.000000,0.000000,0.077381,0.083333,0.000000,2.000000
1.200000,0.000000,124,0.000000,0.000000,0.000000,0.003777,0.005051,0.000000,4.000000
1.200000,0.000000,125,0.300000,0.176471,0.222222,0.255954,1.000000,0.396807,17.000000
1.200000,0.000000,126,0.200000,0.250000,0.222222,0.264067,1.000000,0.620999,8.000000
1.200000,0.000000,127,0.200000,0.400000,0.266667,0.157765,0.333333,0.256549,5.000000
1.200000,0.000000,128,0.000000,0.000000,0.000000,0.015986,0.023810,0.000000,2.000000
1.200000,0.000000,129,0.400000,0.571429,0.470588,0.388922,0.500000,0.568949,7.000000
1.200000,0.000000,130,0.300000,0.600000,0.400000,0.478145,1.000000,0.579695,5.000000
1.200000,0.000000,131,0.300000,0.375000,0.333333,0.296984,0.250000,0.143711,8.000000
1.200000,0.000000,132,0.600000,0.400000,0.480000,0.692130,1.000000,0.313024,15.000000
1.200000,0.000000,133,0.200000,0.285714,0.235294,0.369832,1.000000,0.463991,7.000000
1.200000,0.000000,134,0.100000,0.500000,0.166667,0.511111,1.000000,0.337352,2.000000
1.200000,0.000000,135,0.500000,0.625000,0.555556,0.475748,0.500000,0.334810,8.000000
1.200000,0.000000,136,0.200000,0.666667,0.307692,0.174357,0.250000,0.419144,3.000000
1.200000,0.000000,137,0.100000,0.250000,0.142857,0.190093,0.500000,0.161987,4.000000
1.200000,0.000000,138,0.100000,0.500000,0.166667,0.274390,0.500000,0.386853,2.000000
1.200000,0.000000,139,0.000000,0.000000,0.000000,0.008317,0.014286,0.000000,4.000000
1.200000,0.000000,140,0.200000,0.333333,0.250000,0.114322,0.200000,0.351365,6.000000
1.200000,0.000000,141,0.100000,0.166667,0.125000,0.112676,0.250000,0.090784,6.000000
1.200000,0.000000,142,0.000000,0.000000,0.000000,0.055556,0.055556,0.000000,1.000000
1.200000,0.000000,143,0.200000,1.000000,0.333333,0.600000,1.000000,0.790386,2.000000
1.200000,0.000000,144,0.200000,0.333333,0.250000,0.281630,0.500000,0.193751,6.000000
1.200000,0.000000,145,0.100000,0.142857,0.117647,0.140840,0.250000,0.147105,7.000000
1.200000,0.000000,146,0.200000,1.000000,0.333333,0.333333,0.333333,0.507235,2.000000
1.200000,0.000000,147,0.400000,0.400000,0.400000,0.299067,0.500000,0.448717,10.000000
1.200000,0.000000,148,0.200000,0.333333,0.250000,0.120274,0.200000,0.266639,6.000000
1.200000,0.000000,149,0.300000,0.272727,0.285714,0.284309,1.000000,0.362887,11.000000
1.200000,0.000000,150,0.200000,1.000000,0.333333,1.000000,1.000000,1.000000,2.000000
1.200000,0.000000,151,0.000000,0.000000,0.000000,0.023516,0.035714,0.000000,5.000000
1.200000,0.000000,152,0.000000,0.000000,0.000000,0.015803,0.015625,0.000000,6.000000
1.200000,0.000000,153,0.300000,0.428571,0.352941,0.317664,1.000000,0.280267,7.000000
1.200000,0.000000,154,0.200000,1.000000,0.333333,0.750000,1.000000,0.676361,2.000000
1.200000,0.000000,155,0.100000,0.166667,0.125000,0.148363,0.500000,0.079779,6.000000
1.200000,0.000000,156,0.800000,0.571429,0.666667,0.551006,1.000000,0.440528,14.000000
1.200000,0.000000,157,0.500000,0.128205,0.204082,0.275160,1.000000,0.437748,39.000000
1.200000,0.000000,158,0.200000,0.250000,0.222222,0.274053,1.000000,0.575715,8.000000
1.200000,0.000000,159,0.100000,0.125000,0.111111,0.064185,0.100000,0.027366,8.000000
1.200000,0.000000,160,0.100000,0.200000,0.133333,0.218677,1.000000,0.416070,5.000000
1.200000,0.000000,161,0.300000,0.500000,0.375000,0.443993,1.000000,0.787388,6.000000
1.200000,0.000000,162,0.100000,0.125000,0.111111,0.164384,0.500000,0.041534,8.000000
1.200000,0.000000,163,0.200000,0.666667,0.307692,0.173280,0.250000,0.343374,3.000000
1.200000,0.000000,164,0.400000,0.500000,0.444444,0.555665,1.000000,0.772753,8.000000
1.200000,0.000000,165,0.200000,1.000000,0.333333,0.375000,0.500000,0.580279,2.000000
1.200000,0.000000,166,0.000000,0.000000,0.000000,0.039144,0.090909,0.000000,8.000000
1.200000,0.000000,167,0.200000,1.000000,0.333333,1.000000,1.000000,1.000000,2.000000
1.200000,0.000000,168,0.100000,0.500000,0.166667,0.060753,0.100000,0.177239,2.000000
1.200000,0.000000,169,0.200000,0.500000,0.285714,0.221392,0.333333,0.363318,4.000000
1.200000,0.000000,170,0.400000,0.666667,0.500000,0.413779,0.500000,0.513094,6.000000
1.200000,0.000000,171,0.300000,1.000000,0.461538,0.500000,0.500000,0.691596,3.000000
1.200000,0.000000,172,0.400000,1.000000,0.571429,0.608333,0.500000,0.596721,4.000000
1.200000,0.000000,173,0.200000,1.000000,0.333333,1.000000,1.000000,1.000000,2.000000
1.200000,0.000000,174,0.000000,0.000000,0.000000,0.040360,0.090909,0.000000,5.000000
1.200000,0.000000,175,0.000000,0.000000,0.000000,0.040436,0.050000,0.000000,5.000000
1.200000,0.000000,176,0.000000,0.000000,0.000000,0.040894,0.055556,0.000000,7.000000
1.200000,0.000000,177,0.300000,0.600000,0.400000,0.624650,1.000000,0.803814,5.000000
1.200000,0.000000,178,0.300000,0.750000,0.428571,0.638095,1.000000,0.891345,4.000000
1.200000,0.000000,179,0.200000,0.500000,0.285714,0.424528,1.000000,0.558508,4.000000
1.200000,0.000000,180,0.400000,0.571429,0.470588,0.396799,0.500000,0.486974,7.000000
1.200000,0.000000,181,0.100000,0.200000,0.133333,0.247915,1.000000,0.172721,5.000000
1.200000,0.000000,182,0.200000,1.000000,0.333333,0.833333,1.000000,0.976748,2.000000
1.200000,0.000000,183,0.700000,0.538462,0.608696,0.618994,1.000000,0.411481,13.000000
1.200000,0.000000,184,0.200000,0.285714,0.235294,0.258639,0.500000,0.233504,7.000000
1.200000,0.000000,185,0.600000,0.666667,0.631579,0.793874,1.000000,0.821080,9.000000
1.200000,0.000000,186,0.300000,0.187500,0.230769,0.142334,0.250000,0.237584,16.000000
1.200000,0.000000,187,0.200000,0.333333,0.250000,0.157863,0.500000,0.241928,6.000000
1.200000,0.000000,188,0.500000,0.454545,0.476190,0.320652,0.500000,0.466442,11.000000
1.200000,0.000000,189,0.200000,0.222222,0.210526,0.123681,0.200000,0.104450,9.000000
1.200000,0.000000,190,0.200000,0.400000,0.266667,0.322096,1.000000,0.247084,5.000000
1.200000,0.000000,191,0.200000,0.153846,0.173913,0.314206,0.166667,0.050318,13.000000
1.200000,0.000000,192,0.300000,0.750000,0.428571,0.705357,1.000000,0.804810,4.000000
1.200000,0.000000,193,0.700000,0.777778,0.736842,0.785678,1.000000,0.818492,9.000000
1.200000,0.000000,194,0.300000,0.500000,0.375000,0.220889,0.200000,0.291930,6.000000
1.200000,0.000000,195,0.100000,0.333333,0.153846,0.360526,1.000000,0.469279,3.000000
1.200000,0.000000,196,0.100000,0.083333,0.090909,0.058984,0.250000,0.050818,12.000000
1.200000,0.000000,197,0.200000,0.666667,0.307692,0.611111,1.000000,0.625434,3.000000
1.200000,0.000000,198,0.300000,0.750000,0.428571,0.383541,1.000000,0.615380,4.000000
1.200000,0.000000,199,0.100000,0.125000,0.111111,0.098222,0.250000,0.074033,8.000000
1.200000,0.000000,200,0.200000,0.666667,0.307692,0.276398,0.500000,0.452508,3.000000
1.200000,0.000000,201,0.400000,0.250000,0.307692,0.302540,1.000000,0.587191,16.000000
1.200000,0.000000,202,0.300000,0.214286,0.250000,0.248183,1.000000,0.210535,14.000000
1.200000,0.000000,203,0.200000,0.142857,0.166667,0.208891,1.000000,0.413957,14.000000
1.200000,0.000000,204,0.000000,0.000000,0.000000,0.037527,0.035714,0.000000,14.000000
1.200000,0.000000,205,0.200000,1.000000,0.333333,0.666667,1.000000,0.831555,2.000000
1.200000,0.000000,206,0.200000,0.666667,0.307692,0.301808,0.500000,0.551579,3.000000
1.200000,0.000000,207,0.200000,0.400000,0.266667,0.122719,0.200000,0.244952,5.000000
1.200000,0.000000,208,0.600000,1.000000,0.750000,0.660714,0.500000,0.721743,6.000000
1.200000,0.000000,209,0.100000,0.083333,0.090909,0.118907,0.500000,0.103187,12.000000
1.200000,0.000000,210,0.200000,0.333333,0.250000,0.353016,1.000000,0.492365,6.000000
1.200000,0.000000,211,0.100000,0.090909,0.095238,0.130743,0.166667,0.146983,11.000000
1.200000,0.000000,212,0.400000,0.285714,0.333333,0.453281,1.000000,0.516665,14.000000
1.200000,0.000000,213,0.500000,0.454545,0.476190,0.571692,1.000000,0.535218,11.000000
1.200000,0.000000,214,0.100000,0.250000,0.142857,0.107786,0.333333,0.195190,4.000000
1.200000,0.000000,215,0.000000,0.000000,0.000000,0.033120,0.038462,0.000000,2.000000
